Vessel Call Cd,Vessel Record Id,Cargo Client Code Cd,Berth Nbr,Actual Berth,Actual Unberth,First Activity,Last Activity,Gross Hour,Rain Hours,Gross Vessel Throughput,First Cargo,Last Cargo,Range Of Tonnage,Throughput per hour,Incident - Crane,Incident - Container
1500001531,86492,Cargo Client Code B,J18/19,14/02/2015 16:40:00,15/02/2015 06:30:00,14/02/2015 17:30:00,14/02/2015 23:30:00,13.83,0,1575.75,14/02/2015 17:50:00,14/02/2015 23:30:00,1K-5K,114,0,0
1500000331,37217,Cargo Client Code B,J3,13/01/2015 10:15:00,13/01/2015 20:30:00,13/01/2015 10:45:00,13/01/2015 20:05:00,10.25,0,1181.96,13/01/2015 11:45:00,13/01/2015 20:05:00,1K-5K,115,0,0
1500004690,108445,Cargo Client Code B,J2A,08/05/2015 09:15:00,08/05/2015 21:40:00,08/05/2015 09:30:00,08/05/2015 21:20:00,12.42,0.67,1424.43,08/05/2015 13:00:00,08/05/2015 21:20:00,1K-5K,115,0,0
1500006102,32478,Cargo Client Code B,J19,29/05/2015 18:05:00,30/05/2015 06:30:00,29/05/2015 18:30:00,29/05/2015 22:15:00,12.42,0,1430.53,29/05/2015 19:20:00,29/05/2015 22:15:00,1K-5K,115,0,0
1500000061,86492,Cargo Client Code B,J19,10/01/2015 16:45:00,11/01/2015 06:30:00,10/01/2015 17:10:00,11/01/2015 00:15:00,13.75,0,1574.8,10/01/2015 18:00:00,11/01/2015 00:15:00,1K-5K,115,0,0
1500000227,88818,Cargo Client Code F,J10,10/01/2015 09:15:00,10/01/2015 18:15:00,10/01/2015 13:00:00,10/01/2015 17:50:00,9,0,1044.08,10/01/2015 17:50:00,10/01/2015 17:50:00,1K-5K,116,0,0
1500002762,52455,Cargo Client Code B,J3A,10/03/2015 07:35:00,10/03/2015 20:25:00,10/03/2015 08:20:00,10/03/2015 20:10:00,12.83,0.38,1486.82,10/03/2015 11:00:00,10/03/2015 20:10:00,1K-5K,116,0,0
1500005971,54827,Cargo Client Code B,J3A,26/05/2015 07:05:00,26/05/2015 20:05:00,26/05/2015 09:00:00,26/05/2015 19:55:00,13,1.07,1508.56,26/05/2015 09:45:00,26/05/2015 19:55:00,1K-5K,116,0,0
1500000125,26865,Cargo Client Code V,J12B,12/01/2015 13:05:00,13/01/2015 05:30:00,12/01/2015 15:00:00,13/01/2015 05:00:00,16.42,0,1908.44,13/01/2015 05:00:00,13/01/2015 05:00:00,1K-5K,116,0,0
1500005472,108445,Cargo Client Code B,J2A,14/05/2015 08:55:00,15/05/2015 03:35:00,14/05/2015 09:30:00,15/05/2015 03:15:00,18.67,1.62,2174.53,14/05/2015 14:30:00,15/05/2015 03:15:00,1K-5K,116,0,0
1400016595,11933,Cargo Client Code N,J4,08/01/2015 19:15:00,09/01/2015 17:40:00,08/01/2015 19:30:00,09/01/2015 17:30:00,22.42,2.31,2602.27,09/01/2015 17:30:00,09/01/2015 17:30:00,1K-5K,116,0,0
1500006248,null,Cargo Client Code V,J12A/12B,06/03/2015 19:15:00,06/04/2015 05:50:00,06/03/2015 19:35:00,06/04/2015 03:30:00,10.58,0,1232.69,06/04/2015 03:30:00,06/04/2015 00:00:00,1K-5K,117,0,0
1500004046,48275,Cargo Client Code B,J5,13/04/2015 09:00:00,13/04/2015 21:00:00,13/04/2015 10:15:00,13/04/2015 20:45:00,12,0.21,1406,13/04/2015 12:15:00,13/04/2015 20:45:00,1K-5K,117,0,0
1500005179,9934,Cargo Client Code B,J1C,07/05/2015 07:25:00,07/05/2015 19:45:00,07/05/2015 09:15:00,07/05/2015 19:15:00,12.33,0.6,1445.29,07/05/2015 11:00:00,07/05/2015 19:15:00,1K-5K,117,0,0
1500004803,56188,Cargo Client Code B,J3A,28/04/2015 07:00:00,28/04/2015 20:20:00,28/04/2015 08:15:00,28/04/2015 20:00:00,13.33,3.79,1554,28/04/2015 14:15:00,28/04/2015 20:00:00,1K-5K,117,0,0
1400015863,44394,Cargo Client Code D,J5/6,22/02/2015 09:55:00,22/02/2015 23:50:00,22/02/2015 10:00:00,22/02/2015 23:30:00,13.92,0.42,1624.11,22/02/2015 19:00:00,22/02/2015 21:00:00,1K-5K,117,0,0
1500003071,22500,Cargo Client Code B,J1C,17/03/2015 09:15:00,17/03/2015 18:15:00,17/03/2015 09:45:00,17/03/2015 18:00:00,9,0,1062.44,17/03/2015 10:45:00,17/03/2015 18:00:00,1K-5K,118,0,0
1500001417,26520,Cargo Client Code B,J2,02/04/2015 08:30:00,02/04/2015 18:05:00,02/04/2015 09:05:00,02/04/2015 17:30:00,9.58,0.23,1133.92,02/04/2015 14:30:00,02/04/2015 17:30:00,1K-5K,118,0,0
1500003586,55295,Cargo Client Code J,J7,30/03/2015 08:10:00,30/03/2015 18:30:00,30/03/2015 09:30:00,30/03/2015 18:00:00,10.33,0.03,1218.29,,30/03/2015 18:00:00,1K-5K,118,0,0
1500006516,108445,Cargo Client Code B,J2A,08/06/2015 09:20:00,08/06/2015 19:45:00,08/06/2015 10:00:00,08/06/2015 19:40:00,10.42,0.51,1231.3,,08/06/2015 19:40:00,1K-5K,118,0,0
1500001622,53398,Cargo Client Code B,J3A,09/02/2015 07:20:00,09/02/2015 20:15:00,09/02/2015 08:20:00,09/02/2015 20:00:00,12.92,0,1526.76,09/02/2015 11:00:00,09/02/2015 20:00:00,1K-5K,118,0,0
1500003778,48274,Cargo Client Code B,J5,04/04/2015 09:05:00,04/05/2015 06:30:00,04/04/2015 10:00:00,04/04/2015 21:30:00,21.42,0,2519,04/04/2015 13:00:00,04/04/2015 21:30:00,1K-5K,118,0,0
1400016667,108445,Cargo Client Code B,J2A,07/01/2015 08:45:00,07/01/2015 20:40:00,07/01/2015 09:30:00,07/01/2015 20:15:00,11.92,0.97,1419.9,07/01/2015 09:45:00,07/01/2015 20:15:00,1K-5K,119,0,0
1500000013,53595,Cargo Client Code B,J2A,08/01/2015 09:10:00,08/01/2015 21:40:00,08/01/2015 09:40:00,08/01/2015 21:30:00,12.5,2.16,1493.6,08/01/2015 14:00:00,08/01/2015 21:30:00,1K-5K,119,0,0
1500003808,52455,Cargo Client Code B,J3A,04/02/2015 07:40:00,04/02/2015 20:20:00,04/02/2015 08:30:00,04/02/2015 20:00:00,12.67,2.29,1506,04/02/2015 12:00:00,04/02/2015 20:00:00,1K-5K,119,0,0
1500000900,53595,Cargo Client Code B,J2A,30/01/2015 09:10:00,30/01/2015 22:10:00,30/01/2015 10:00:00,30/01/2015 21:45:00,13,0,1549.39,30/01/2015 14:15:00,30/01/2015 21:45:00,1K-5K,119,0,0
1400016364,55679,Cargo Client Code B,J19,03/01/2015 17:15:00,04/01/2015 06:30:00,03/01/2015 17:45:00,03/01/2015 21:15:00,13.25,0,1575,,03/01/2015 21:15:00,1K-5K,119,0,0
1500006408,53595,Cargo Client Code B,J2A,06/05/2015 08:10:00,06/05/2015 21:45:00,06/05/2015 09:35:00,06/05/2015 21:15:00,13.58,0,1622.47,06/05/2015 11:00:00,06/05/2015 21:15:00,1K-5K,119,0,0
1500001579,91707,Cargo Client Code N,J6,12/02/2015 15:00:00,13/02/2015 07:00:00,12/02/2015 15:15:00,13/02/2015 05:30:00,16,0.6,1896.02,13/02/2015 05:30:00,13/02/2015 02:30:00,1K-5K,119,0,0
1500005507,51210,Cargo Client Code T,J4A/4,12/05/2015 03:25:00,12/05/2015 23:15:00,12/05/2015 08:00:00,12/05/2015 22:30:00,19.83,0.02,2352.63,12/05/2015 22:30:00,,1K-5K,119,0,0
1500005379,44189,Cargo Client Code B,J18,14/05/2015 10:15:00,15/05/2015 06:30:00,14/05/2015 10:30:00,14/05/2015 18:30:00,20.25,1.27,2409.82,14/05/2015 11:20:00,14/05/2015 18:30:00,1K-5K,119,0,0
1500005884,52455,Cargo Client Code B,J3A,21/05/2015 12:00:00,21/05/2015 20:25:00,21/05/2015 12:15:00,21/05/2015 20:15:00,8.42,0,1006.55,21/05/2015 14:00:00,21/05/2015 20:15:00,1K-5K,120,0,0
1500006186,48274,Cargo Client Code B,J16,18/06/2015 09:30:00,18/06/2015 21:40:00,18/06/2015 09:50:00,18/06/2015 21:30:00,12.17,0,1465.17,18/06/2015 15:30:00,18/06/2015 21:30:00,1K-5K,120,0,0
1500006507,52455,Cargo Client Code B,J3A,06/04/2015 07:25:00,06/04/2015 19:40:00,06/04/2015 08:55:00,06/04/2015 19:30:00,12.25,0,1475.94,06/04/2015 16:30:00,06/04/2015 19:30:00,1K-5K,120,0,0
1500002468,42050,Cargo Client Code B,J3A,03/02/2015 07:20:00,03/02/2015 20:35:00,03/02/2015 08:30:00,03/02/2015 20:15:00,13.25,1.73,1586.67,03/02/2015 09:30:00,03/02/2015 20:15:00,1K-5K,120,0,0
1500002157,77756,Cargo Client Code T,J15/16,23/02/2015 09:00:00,24/02/2015 02:20:00,23/02/2015 10:00:00,23/02/2015 21:00:00,17.33,0.47,2073.61,23/02/2015 21:00:00,23/02/2015 21:00:00,1K-5K,120,0,0
1400016399,16461,Cargo Client Code V,J12B,07/01/2015 05:25:00,08/01/2015 00:15:00,07/01/2015 08:00:00,07/01/2015 23:45:00,18.83,0.99,2251.08,07/01/2015 23:45:00,07/01/2015 23:45:00,1K-5K,120,0,0
1500006019,58496,Cargo Client Code B,J18,26/05/2015 10:45:00,27/05/2015 06:30:00,26/05/2015 11:15:00,26/05/2015 18:30:00,19.75,1.12,2379.5,26/05/2015 12:10:00,26/05/2015 18:30:00,1K-5K,120,0,0
1500003807,48275,Cargo Client Code B,J5,10/04/2015 10:05:00,10/04/2015 21:00:00,10/04/2015 10:30:00,10/04/2015 21:00:00,10.92,0,1321,10/04/2015 12:30:00,10/04/2015 21:00:00,1K-5K,121,0,0
1500003923,53398,Cargo Client Code B,J3A,07/04/2015 08:05:00,07/04/2015 19:50:00,07/04/2015 09:30:00,07/04/2015 19:30:00,11.75,0,1421,07/04/2015 11:30:00,07/04/2015 19:30:00,1K-5K,121,0,0
1500003392,87332,Cargo Client Code B,J4,28/03/2015 14:35:00,29/03/2015 02:20:00,28/03/2015 15:30:00,29/03/2015 01:00:00,11.75,0.2,1422.96,29/03/2015 01:00:00,29/03/2015 01:00:00,1K-5K,121,0,0
1500000949,86492,Cargo Client Code B,J18/19,30/01/2015 18:20:00,31/01/2015 06:30:00,30/01/2015 18:30:00,30/01/2015 22:15:00,12.17,0,1471.65,30/01/2015 19:15:00,30/01/2015 22:15:00,1K-5K,121,0,0
1500006185,48275,Cargo Client Code B,J4A,17/06/2015 09:10:00,17/06/2015 21:30:00,17/06/2015 09:30:00,17/06/2015 21:15:00,12.33,0.36,1490.17,17/06/2015 13:00:00,17/06/2015 21:15:00,1K-5K,121,0,0
1500000521,52455,Cargo Client Code B,J3A,19/01/2015 07:15:00,19/01/2015 19:45:00,19/01/2015 08:00:00,19/01/2015 19:15:00,12.5,0,1513.17,19/01/2015 12:00:00,19/01/2015 19:15:00,1K-5K,121,0,0
1500003602,52455,Cargo Client Code B,J3A,27/03/2015 07:15:00,27/03/2015 20:20:00,27/03/2015 08:10:00,27/03/2015 19:55:00,13.08,0,1579.63,27/03/2015 10:00:00,27/03/2015 19:55:00,1K-5K,121,0,0
1500004442,53398,Cargo Client Code B,J3A,16/04/2015 07:35:00,16/04/2015 21:20:00,16/04/2015 08:30:00,16/04/2015 21:00:00,13.75,0,1662,16/04/2015 11:00:00,16/04/2015 21:00:00,1K-5K,121,0,0
1500003028,96672,Cargo Client Code F,J17/18,26/03/2015 05:50:00,26/03/2015 22:25:00,26/03/2015 08:00:00,26/03/2015 21:30:00,16.58,0,2013.76,26/03/2015 21:30:00,26/03/2015 21:30:00,1K-5K,121,0,0
1500005357,53398,Cargo Client Code B,J3A,07/05/2015 11:50:00,07/05/2015 20:25:00,07/05/2015 13:00:00,07/05/2015 20:15:00,8.58,0.58,1047.55,07/05/2015 14:00:00,07/05/2015 20:15:00,1K-5K,122,0,0
1500006191,48275,Cargo Client Code B,J4,24/06/2015 08:55:00,24/06/2015 21:40:00,24/06/2015 09:45:00,24/06/2015 21:30:00,12.75,0,1555.96,24/06/2015 13:45:00,24/06/2015 21:30:00,1K-5K,122,0,0
1500003790,32187,Cargo Client Code V,J4A/4,08/04/2015 07:25:00,08/04/2015 21:30:00,08/04/2015 08:00:00,08/04/2015 21:00:00,14.08,0.23,1722,08/04/2015 21:00:00,08/04/2015 21:00:00,1K-5K,122,0,0
1500005961,55679,Cargo Client Code B,J19,28/05/2015 15:45:00,29/05/2015 06:30:00,28/05/2015 16:45:00,28/05/2015 22:15:00,14.75,0,1792.93,28/05/2015 17:15:00,28/05/2015 22:15:00,1K-5K,122,0,0
1500002661,53398,Cargo Client Code B,J3A,03/05/2015 12:00:00,03/05/2015 20:25:00,03/05/2015 12:15:00,03/05/2015 20:15:00,8.42,0.27,1033,,03/05/2015 20:15:00,1K-5K,123,0,0
1500001218,108445,Cargo Client Code B,J2A,02/04/2015 09:05:00,02/04/2015 18:35:00,02/04/2015 09:25:00,02/04/2015 18:00:00,9.5,0.23,1164.2,02/04/2015 12:30:00,02/04/2015 18:00:00,1K-5K,123,0,0
1500007036,37217,Cargo Client Code B,J3,17/06/2015 10:45:00,17/06/2015 20:20:00,17/06/2015 11:00:00,17/06/2015 20:00:00,9.58,0.36,1177.4,17/06/2015 17:00:00,17/06/2015 20:00:00,1K-5K,123,0,0
1500004592,87332,Cargo Client Code B,J5,27/04/2015 15:00:00,28/04/2015 02:30:00,27/04/2015 15:45:00,28/04/2015 02:00:00,11.5,0,1411,28/04/2015 01:30:00,28/04/2015 01:30:00,1K-5K,123,0,0
1500003060,53595,Cargo Client Code B,J2A,16/03/2015 08:50:00,16/03/2015 20:35:00,16/03/2015 10:00:00,16/03/2015 20:00:00,11.75,0,1451.01,,16/03/2015 20:00:00,1K-5K,123,0,0
1500002283,42050,Cargo Client Code B,J3A,26/02/2015 07:00:00,26/02/2015 19:20:00,26/02/2015 08:30:00,26/02/2015 19:00:00,12.33,0.35,1511.41,26/02/2015 12:00:00,26/02/2015 19:00:00,1K-5K,123,0,0
1500004266,81500,Cargo Client Code I,J5/6,24/04/2015 07:50:00,24/04/2015 23:00:00,24/04/2015 08:00:00,24/04/2015 22:30:00,15.17,1.5,1868,24/04/2015 15:00:00,24/04/2015 22:30:00,1K-5K,123,0,0
1500000909,null,Cargo Client Code O,J5,02/02/2015 09:15:00,02/03/2015 07:10:00,02/02/2015 09:30:00,02/03/2015 06:30:00,21.92,1.41,2701.86,02/03/2015 06:30:00,02/03/2015 06:30:00,1K-5K,123,0,0
1500004244,27309,Cargo Client Code B,J2,10/04/2015 10:15:00,10/04/2015 18:35:00,10/04/2015 11:00:00,10/04/2015 18:10:00,8.33,0,1030,10/04/2015 13:00:00,10/04/2015 18:10:00,1K-5K,124,0,0
1500004375,52455,Cargo Client Code B,J3A,15/04/2015 12:05:00,15/04/2015 20:55:00,15/04/2015 13:00:00,15/04/2015 20:45:00,8.83,0,1098,15/04/2015 16:00:00,15/04/2015 20:45:00,1K-5K,124,0,0
1500004402,81633,Cargo Client Code I,J7/8,16/04/2015 14:00:00,17/04/2015 01:05:00,16/04/2015 14:00:00,16/04/2015 23:00:00,11.08,0,1378,16/04/2015 15:45:00,16/04/2015 23:00:00,1K-5K,124,0,0
1500001928,9934,Cargo Client Code B,J1C,17/02/2015 09:10:00,17/02/2015 20:30:00,17/02/2015 09:30:00,17/02/2015 19:30:00,11.33,0,1406.18,17/02/2015 12:00:00,17/02/2015 19:30:00,1K-5K,124,0,0
1500004669,53398,Cargo Client Code B,J3A,24/04/2015 07:25:00,24/04/2015 19:30:00,24/04/2015 08:30:00,24/04/2015 19:20:00,12.08,1.5,1502,24/04/2015 11:30:00,24/04/2015 19:20:00,1K-5K,124,0,0
1500004669,53398,Cargo Client Code B,J3A,24/04/2015 07:25:00,24/04/2015 19:30:00,24/04/2015 08:30:00,24/04/2015 19:20:00,12.08,1.5,1502,24/04/2015 11:30:00,24/04/2015 19:20:00,1K-5K,124,0,0
1500000418,53398,Cargo Client Code B,J3A,14/01/2015 07:45:00,14/01/2015 21:25:00,14/01/2015 08:45:00,14/01/2015 21:00:00,13.67,0,1690.27,14/01/2015 11:00:00,14/01/2015 21:00:00,1K-5K,124,0,0
1500003049,53398,Cargo Client Code B,J3A,16/03/2015 07:55:00,16/03/2015 20:00:00,16/03/2015 08:30:00,16/03/2015 19:40:00,12.08,0,1509.52,16/03/2015 11:15:00,16/03/2015 19:40:00,1K-5K,125,0,0
1500005654,48275,Cargo Client Code B,J5,29/05/2015 09:05:00,30/05/2015 06:30:00,29/05/2015 09:30:00,29/05/2015 22:10:00,21.42,0.02,2676.6,29/05/2015 14:30:00,29/05/2015 22:10:00,1K-5K,125,0,0
1500004684,108445,Cargo Client Code B,J2A,05/04/2015 08:20:00,05/04/2015 21:10:00,05/04/2015 09:00:00,05/04/2015 21:00:00,12.83,0,1611.14,,05/04/2015 21:00:00,1K-5K,126,0,0
1500005517,32478,Cargo Client Code B,J19,15/05/2015 16:30:00,16/05/2015 06:30:00,15/05/2015 18:30:00,15/05/2015 22:30:00,14,0,1765,15/05/2015 19:30:00,15/05/2015 22:30:00,1K-5K,126,0,0
1500004044,48702,Cargo Client Code H,J8/9,12/04/2015 06:25:00,12/04/2015 23:15:00,12/04/2015 08:00:00,12/04/2015 22:30:00,16.83,0.8,2113,12/04/2015 22:30:00,12/04/2015 22:30:00,1K-5K,126,0,0
1500005885,56188,Cargo Client Code B,J3A,22/05/2015 07:50:00,22/05/2015 20:10:00,22/05/2015 08:30:00,22/05/2015 20:00:00,12.33,0.62,1563.94,22/05/2015 11:00:00,22/05/2015 20:00:00,1K-5K,127,0,0
1500006175,48275,Cargo Client Code B,J5,06/05/2015 09:10:00,06/05/2015 22:30:00,06/05/2015 10:00:00,06/05/2015 22:15:00,13.33,0,1686.88,06/05/2015 14:00:00,06/05/2015 22:15:00,1K-5K,127,0,0
1500000725,21141,Cargo Client Code M,J12A,29/01/2015 23:25:00,30/01/2015 22:00:00,30/01/2015 00:15:00,30/01/2015 19:30:00,22.58,0,2866.74,30/01/2015 19:30:00,30/01/2015 19:30:00,1K-5K,127,0,0
1500006267,55751,Cargo Client Code K,J14/15,06/01/2015 14:40:00,06/02/2015 00:40:00,06/01/2015 15:00:00,06/02/2015 00:30:00,10,0,1283.17,06/02/2015 00:30:00,,1K-5K,128,0,0
1500006665,108445,Cargo Client Code B,J2A,10/06/2015 09:20:00,10/06/2015 20:35:00,10/06/2015 09:45:00,10/06/2015 20:20:00,11.25,0,1439.41,10/06/2015 13:00:00,10/06/2015 20:20:00,1K-5K,128,0,0
1500004930,44189,Cargo Client Code B,J19,05/04/2015 17:10:00,05/05/2015 06:30:00,05/04/2015 17:30:00,05/04/2015 21:15:00,13.33,0,1710,05/04/2015 18:30:00,05/04/2015 21:15:00,1K-5K,128,0,0
1500000531,91233,Cargo Client Code Q,J2/3,26/02/2015 15:30:00,27/02/2015 05:15:00,26/02/2015 15:45:00,27/02/2015 04:30:00,13.75,0.35,1761.37,27/02/2015 04:30:00,,1K-5K,128,0,0
1500004614,33912,Cargo Client Code B,J10,09/05/2015 09:20:00,10/05/2015 04:15:00,09/05/2015 10:30:00,10/05/2015 00:30:00,18.92,0,2427.98,09/05/2015 13:30:00,10/05/2015 00:30:00,1K-5K,128,0,0
1500005670,27309,Cargo Client Code B,J2,15/05/2015 09:10:00,15/05/2015 17:20:00,15/05/2015 10:30:00,15/05/2015 17:00:00,8.17,2.99,1055.81,15/05/2015 10:45:00,15/05/2015 17:00:00,1K-5K,129,0,0
1500003761,26520,Cargo Client Code B,J2,04/01/2015 08:25:00,04/01/2015 18:15:00,04/01/2015 09:00:00,04/01/2015 17:45:00,9.83,0.83,1264,04/01/2015 13:00:00,04/01/2015 17:45:00,1K-5K,129,0,0
1500004048,48275,Cargo Client Code B,J7,15/04/2015 09:20:00,15/04/2015 20:15:00,15/04/2015 10:00:00,15/04/2015 20:00:00,10.92,0,1413,15/04/2015 12:00:00,15/04/2015 20:00:00,1K-5K,129,0,0
1500006190,48274,Cargo Client Code B,J4A,23/06/2015 09:15:00,23/06/2015 20:25:00,23/06/2015 09:45:00,23/06/2015 20:10:00,11.17,0,1440.27,23/06/2015 13:30:00,23/06/2015 20:10:00,1K-5K,129,0,0
1500004860,48274,Cargo Client Code B,J5/6,05/04/2015 09:05:00,05/04/2015 20:40:00,05/04/2015 10:00:00,05/04/2015 20:30:00,11.58,0,1491.25,05/04/2015 11:00:00,05/04/2015 20:30:00,1K-5K,129,0,0
1500001919,108445,Cargo Client Code B,J2A,27/02/2015 08:50:00,27/02/2015 20:45:00,27/02/2015 10:00:00,27/02/2015 20:30:00,11.92,0,1542.54,27/02/2015 20:30:00,27/02/2015 20:30:00,1K-5K,129,0,0
1500003577,108891,Cargo Client Code K,J12A/12B,29/03/2015 09:00:00,29/03/2015 21:10:00,29/03/2015 09:00:00,29/03/2015 20:45:00,12.17,2.4,1574.26,29/03/2015 20:45:00,,1K-5K,129,0,0
1500002912,27309,Cargo Client Code B,J2,11/03/2015 10:00:00,11/03/2015 22:30:00,11/03/2015 10:15:00,11/03/2015 22:10:00,12.5,3.43,1616.9,11/03/2015 13:00:00,11/03/2015 22:10:00,1K-5K,129,0,0
1500001630,42050,Cargo Client Code B,J3A,10/02/2015 07:05:00,10/02/2015 19:40:00,10/02/2015 08:30:00,10/02/2015 19:30:00,12.58,0,1619.06,10/02/2015 11:00:00,10/02/2015 19:30:00,1K-5K,129,0,0
1500005072,18645,Cargo Client Code B,J19,05/06/2015 17:25:00,07/05/2015 06:30:00,05/06/2015 18:00:00,05/06/2015 22:15:00,13.08,0.72,1687.1,,05/06/2015 22:15:00,1K-5K,129,0,0
1500001090,56188,Cargo Client Code B,J3A,29/01/2015 07:00:00,29/01/2015 20:15:00,29/01/2015 09:30:00,29/01/2015 19:45:00,13.25,0,1706.86,29/01/2015 11:20:00,29/01/2015 19:45:00,1K-5K,129,0,0
1500005463,54243,Cargo Client Code V,J6,14/05/2015 18:30:00,15/05/2015 11:40:00,14/05/2015 20:00:00,15/05/2015 07:00:00,17.17,1.72,2223.31,15/05/2015 07:00:00,,1K-5K,129,0,0
1500003938,48317,Cargo Client Code B,J19,14/04/2015 08:45:00,15/04/2015 06:30:00,14/04/2015 09:45:00,14/04/2015 18:00:00,21.75,0,2810,14/04/2015 10:30:00,14/04/2015 18:00:00,1K-5K,129,0,0
1500001944,88786,Cargo Client Code D,J5/6,03/03/2015 07:15:00,03/04/2015 05:50:00,03/03/2015 09:30:00,03/04/2015 05:00:00,22.58,0.59,2904.95,,03/04/2015 05:00:00,1K-5K,129,0,0
1500003594,26520,Cargo Client Code B,J2,27/03/2015 09:25:00,27/03/2015 17:55:00,27/03/2015 09:45:00,27/03/2015 17:00:00,8.5,0,1101.59,27/03/2015 10:30:00,27/03/2015 17:00:00,1K-5K,130,0,0
1500004101,93637,Cargo Client Code B,J7,17/05/2015 08:20:00,17/05/2015 17:00:00,17/05/2015 10:00:00,17/05/2015 14:30:00,8.67,0,1130.23,17/05/2015 14:30:00,17/05/2015 14:30:00,1K-5K,130,0,0
1500000879,53595,Cargo Client Code B,J2A,28/01/2015 09:15:00,28/01/2015 18:50:00,28/01/2015 10:30:00,28/01/2015 18:15:00,9.58,0.02,1242.05,28/01/2015 12:45:00,28/01/2015 18:15:00,1K-5K,130,0,0
1500005619,48994,Cargo Client Code J,J17/18,29/05/2015 23:00:00,30/05/2015 10:15:00,29/05/2015 23:00:00,30/05/2015 09:30:00,11.25,0,1458.59,,30/05/2015 08:15:00,1K-5K,130,0,0
1500003981,93794,Cargo Client Code V,J12B,12/04/2015 08:30:00,12/04/2015 20:20:00,12/04/2015 09:30:00,12/04/2015 18:30:00,11.83,0.8,1542,12/04/2015 18:30:00,12/04/2015 12:35:00,1K-5K,130,0,0
1500000438,53595,Cargo Client Code B,J2A,20/01/2015 08:30:00,20/01/2015 21:25:00,20/01/2015 10:00:00,20/01/2015 21:00:00,12.92,0,1679.52,20/01/2015 13:30:00,20/01/2015 21:00:00,1K-5K,130,0,0
1500005057,28806,Cargo Client Code O,J4,10/05/2015 08:30:00,11/05/2015 01:15:00,10/05/2015 08:45:00,10/05/2015 23:00:00,16.75,0,2175.6,10/05/2015 23:00:00,10/05/2015 23:00:00,1K-5K,130,0,0
1500005461,41699,Cargo Client Code F,J7,14/05/2015 12:50:00,15/05/2015 12:30:00,14/05/2015 13:05:00,15/05/2015 06:00:00,23.67,3.2,3081.89,15/05/2015 06:00:00,14/05/2015 17:00:00,1K-5K,130,0,0
1500006312,27309,Cargo Client Code B,J2,30/05/2015 08:20:00,30/05/2015 16:00:00,30/05/2015 09:00:00,30/05/2015 15:50:00,7.67,0.02,1004.82,30/05/2015 11:10:00,30/05/2015 15:50:00,1K-5K,131,0,0
1500001664,48274,Cargo Client Code B,J5,14/02/2015 09:20:00,14/02/2015 18:00:00,14/02/2015 10:00:00,14/02/2015 17:30:00,8.67,0,1139.52,14/02/2015 10:15:00,14/02/2015 17:30:00,1K-5K,131,0,0
1500006341,52455,Cargo Client Code B,J3A,06/02/2015 12:20:00,06/02/2015 21:15:00,06/02/2015 13:00:00,06/02/2015 21:05:00,8.92,0.92,1169.83,,06/02/2015 21:05:00,1K-5K,131,0,0
1500005466,107835,Cargo Client Code K,J4,12/05/2015 03:50:00,12/05/2015 14:50:00,12/05/2015 08:00:00,12/05/2015 14:30:00,11,0.02,1440.5,12/05/2015 14:30:00,,1K-5K,131,0,0
1500005451,22500,Cargo Client Code B,J1C,15/05/2015 09:00:00,15/05/2015 20:20:00,15/05/2015 09:30:00,15/05/2015 20:05:00,11.33,2.99,1486.05,15/05/2015 12:00:00,15/05/2015 20:05:00,1K-5K,131,0,0
1500006670,53595,Cargo Client Code B,J2A,11/06/2015 08:50:00,11/06/2015 20:25:00,11/06/2015 09:45:00,11/06/2015 20:10:00,11.58,0,1515.35,11/06/2015 11:00:00,11/06/2015 20:10:00,1K-5K,131,0,0
1500003062,18645,Cargo Client Code B,J18/19,20/03/2015 17:10:00,21/03/2015 06:30:00,20/03/2015 17:15:00,20/03/2015 22:15:00,13.33,0,1740.28,,20/03/2015 22:15:00,1K-5K,131,0,0
1500003459,108445,Cargo Client Code B,J2A,26/03/2015 09:00:00,26/03/2015 19:25:00,26/03/2015 09:30:00,26/03/2015 19:00:00,10.42,0,1379.09,26/03/2015 13:00:00,26/03/2015 19:00:00,1K-5K,132,0,0
1500007426,22500,Cargo Client Code B,J1C,29/06/2015 09:00:00,29/06/2015 19:40:00,29/06/2015 09:30:00,29/06/2015 19:15:00,10.67,0,1406.41,29/06/2015 11:00:00,29/06/2015 19:15:00,1K-5K,132,0,0
1500001784,87332,Cargo Client Code B,J5,21/02/2015 08:20:00,21/02/2015 19:15:00,21/02/2015 09:00:00,21/02/2015 19:00:00,10.92,0,1446.48,21/02/2015 19:00:00,21/02/2015 19:00:00,1K-5K,132,0,0
1500002975,52455,Cargo Client Code B,J3A,13/03/2015 07:05:00,13/03/2015 19:05:00,13/03/2015 08:40:00,13/03/2015 18:45:00,12,0,1578.89,13/03/2015 13:00:00,13/03/2015 18:45:00,1K-5K,132,0,0
1500004052,48275,Cargo Client Code B,J5/6,20/04/2015 09:45:00,20/04/2015 21:55:00,20/04/2015 11:00:00,20/04/2015 21:50:00,12.17,0,1604,20/04/2015 12:30:00,20/04/2015 21:50:00,1K-5K,132,0,0
1500006200,53398,Cargo Client Code B,J3A,29/05/2015 07:35:00,29/05/2015 19:55:00,29/05/2015 08:35:00,29/05/2015 19:30:00,12.33,0.02,1625.79,29/05/2015 09:30:00,29/05/2015 19:30:00,1K-5K,132,0,0
