Vessel Call Cd,Vessel Record Id,Cargo Client Code Cd,Berth Nbr,Actual Berth,Actual Unberth,First Activity,Last Activity,Gross Hour,Rain Hours,Gross Vessel Throughput,First Cargo,Last Cargo,Range Of Tonnage,Throughput per hour,Incident - Crane,Incident - Container
1500004171,20804,Cargo Client Code A,R2,26/6/2015 0:20,26/6/2015 3:00,26/6/2015 0:30,26/6/2015 2:50,2.67,0,1022.76,26/6/2015 1:30,26/6/2015 2:50,1K-5K,383,0,1
1400016719,20035,Cargo Client Code A,R1,9/4/2015 23:30,10/4/2015 2:10,9/4/2015 23:40,10/4/2015 2:00,2.67,0,1023,10/4/2015 0:40,10/4/2015 2:00,1K-5K,383,0,1
1500003787,51675,Cargo Client Code B,J4,4/1/2015 12:40,4/2/2015 6:30,4/1/2015 13:00,4/2/2015 0:30,17.83,1.11,1024,4/1/2015 17:45,4/2/2015 0:30,1K-5K,57,0,0
1500001555,35176,Cargo Client Code F,J5/6,17/2/2015 16:45,18/2/2015 7:00,17/2/2015 17:00,18/2/2015 3:30,14.25,0,1028,,18/2/2015 3:30,1K-5K,72,0,0
1400015710,20035,Cargo Client Code A,R2,12/3/2015 23:00,13/3/2015 1:55,12/3/2015 23:05,13/3/2015 1:50,2.92,0,1030,12/3/2015 23:59,13/3/2015 1:50,1K-5K,353,0,1
1500004244,27309,Cargo Client Code B,J2,10/4/2015 10:15,10/4/2015 18:35,10/4/2015 11:00,10/4/2015 18:10,8.33,0,1030,10/4/2015 13:00,10/4/2015 18:10,1K-5K,124,0,0
1500003852,56458,Cargo Client Code B,J3,4/2/2015 9:45,4/2/2015 21:00,4/2/2015 10:30,4/2/2015 20:40,11.25,2.29,1030,4/2/2015 16:00,4/2/2015 20:40,1K-5K,92,0,0
1500002211,20035,Cargo Client Code A,R2,13/5/2015 5:00,13/5/2015 8:15,13/5/2015 5:15,13/5/2015 8:10,3.25,0,1030,13/5/2015 5:45,13/5/2015 8:10,1K-5K,317,0,1
1500002374,54170,Cargo Client Code B,J18/19,27/2/2015 16:10,28/2/2015 6:30,27/2/2015 16:45,27/2/2015 20:15,14.33,0,1030.11,,27/2/2015 20:15,1K-5K,72,0,0
1500002661,53398,Cargo Client Code B,J3A,3/5/2015 12:00,3/5/2015 20:25,3/5/2015 12:15,3/5/2015 20:15,8.42,0.27,1033,,3/5/2015 20:15,1K-5K,123,0,0
1500007396,53595,Cargo Client Code B,J2A,29/6/2015 8:55,29/6/2015 18:50,29/6/2015 9:30,29/6/2015 18:30,9.92,0,1034.86,,29/6/2015 18:30,1K-5K,104,0,0
1500001050,81690,Cargo Client Code B,J4A/4,28/1/2015 13:15,29/1/2015 9:30,28/1/2015 14:00,29/1/2015 5:30,20.25,0.02,1034.94,,29/1/2015 5:30,1K-5K,51,0,0
1400015001,20804,Cargo Client Code A,R2,1/1/2015 2:35,1/1/2015 6:10,1/1/2015 3:30,1/1/2015 6:10,3.58,0,1035,1/1/2015 4:30,1/1/2015 6:10,1K-5K,289,1,1
1500004594,56458,Cargo Client Code B,J3,21/4/2015 10:15,21/4/2015 19:45,21/4/2015 10:30,21/4/2015 19:15,9.5,0.36,1035,21/4/2015 12:25,21/4/2015 19:15,1K-5K,109,0,0
1500005795,31155,Cargo Client Code A,R2,22/5/2015 15:00,22/5/2015 19:40,22/5/2015 16:10,22/5/2015 19:35,4.67,0,1036.85,22/5/2015 17:20,22/5/2015 19:35,1K-5K,222,0,1
1400016723,20804,Cargo Client Code A,R2,8/4/2015 6:15,8/4/2015 9:00,8/4/2015 6:20,8/4/2015 8:50,2.75,0,1038,8/4/2015 7:40,8/4/2015 8:50,1K-5K,377,1,1
1500004969,37217,Cargo Client Code B,J3,29/4/2015 9:50,29/4/2015 20:10,29/4/2015 10:30,29/4/2015 20:00,10.33,0.53,1040,29/4/2015 15:50,29/4/2015 20:00,1K-5K,101,0,0
1500005007,108222,Cargo Client Code A,R2,9/5/2015 1:00,9/5/2015 3:40,9/5/2015 1:55,9/5/2015 3:35,2.67,0,1040,9/5/2015 2:55,9/5/2015 3:35,1K-5K,390,0,1
1500001150,75581,Cargo Client Code A,R2,14/2/2015 16:30,14/2/2015 19:10,14/2/2015 16:45,14/2/2015 18:55,2.67,0,1043.12,14/2/2015 17:45,14/2/2015 18:55,1K-5K,391,1,1
1500002243,20804,Cargo Client Code A,R2,9/5/2015 7:45,9/5/2015 10:30,9/5/2015 7:50,9/5/2015 10:25,2.75,0,1043.81,9/5/2015 8:40,9/5/2015 10:25,1K-5K,380,0,1
1500000227,88818,Cargo Client Code F,J10,10/1/2015 9:15,10/1/2015 18:15,10/1/2015 13:00,10/1/2015 17:50,9,0,1044.08,10/1/2015 17:50,10/1/2015 17:50,1K-5K,116,0,0
1500002688,95979,Cargo Client Code K,J12A,12/3/2015 11:20,12/3/2015 16:55,12/3/2015 11:30,12/3/2015 16:30,5.58,0,1044.08,12/3/2015 16:30,,1K-5K,187,0,0
1400016584,73011,Cargo Client Code O,J5,10/1/2015 8:25,10/1/2015 23:15,10/1/2015 8:30,10/1/2015 23:00,14.83,0,1044.83,,10/1/2015 23:00,1K-5K,70,0,0
1500000815,20035,Cargo Client Code A,R2,18/4/2015 5:10,18/4/2015 9:00,18/4/2015 5:15,18/4/2015 8:50,3.83,0,1045,18/4/2015 5:25,18/4/2015 8:50,1K-5K,273,0,1
1500006329,53595,Cargo Client Code B,J2A,6/3/2015 8:50,6/3/2015 21:15,6/3/2015 10:30,6/3/2015 21:00,12.42,0,1046.69,,6/3/2015 21:00,1K-5K,84,0,0
1500005357,53398,Cargo Client Code B,J3A,7/5/2015 11:50,7/5/2015 20:25,7/5/2015 13:00,7/5/2015 20:15,8.58,0.58,1047.55,7/5/2015 14:00,7/5/2015 20:15,1K-5K,122,0,0
1500000883,108445,Cargo Client Code B,J2A,29/1/2015 8:55,29/1/2015 18:55,29/1/2015 10:00,29/1/2015 18:10,10,0,1048.53,29/1/2015 11:00,29/1/2015 18:10,1K-5K,105,0,0
1500001295,14635,Cargo Client Code A,R2,30/1/2015 21:30,31/1/2015 2:30,30/1/2015 21:45,30/1/2015 23:45,5,0,1049.79,30/1/2015 23:45,,1K-5K,210,0,0
1500005840,31155,Cargo Client Code A,R1,28/5/2015 21:30,29/5/2015 1:45,28/5/2015 21:40,29/5/2015 1:40,4.25,0,1050,28/5/2015 22:30,29/5/2015 1:40,1K-5K,247,0,0
1500003356,48274,Cargo Client Code B,J5,26/3/2015 9:25,27/3/2015 1:40,26/3/2015 10:45,27/3/2015 1:15,16.25,0,1051.31,26/3/2015 22:05,27/3/2015 1:15,1K-5K,65,0,0
1500003165,58184,Cargo Client Code B,J7,16/3/2015 10:45,16/3/2015 22:15,16/3/2015 11:30,16/3/2015 21:30,11.5,0,1054.55,,16/3/2015 21:30,1K-5K,92,0,0
1500002205,20035,Cargo Client Code A,R1,8/5/2015 0:30,8/5/2015 3:20,8/5/2015 0:35,8/5/2015 3:10,2.83,0,1054.55,8/5/2015 1:00,8/5/2015 3:10,1K-5K,373,1,1
1500006567,48331,Cargo Client Code B,J2A,6/6/2015 11:10,6/6/2015 15:00,6/6/2015 12:10,6/6/2015 14:30,3.83,0.27,1055.6,6/6/2015 14:30,,1K-5K,276,0,1
1500005670,27309,Cargo Client Code B,J2,15/5/2015 9:10,15/5/2015 17:20,15/5/2015 10:30,15/5/2015 17:00,8.17,2.99,1055.81,15/5/2015 10:45,15/5/2015 17:00,1K-5K,129,0,0
1500001862,92478,Cargo Client Code J,J14,13/2/2015 8:20,14/2/2015 0:30,13/2/2015 9:00,14/2/2015 0:15,16.17,0,1056.14,,13/2/2015 23:00,1K-5K,65,0,0
1500002610,53595,Cargo Client Code B,J2A,3/6/2015 9:05,3/6/2015 20:25,3/6/2015 10:00,3/6/2015 20:15,11.33,0,1058.18,3/6/2015 14:15,3/6/2015 20:15,1K-5K,93,0,0
1500002277,87332,Cargo Client Code B,J4/5,28/2/2015 8:20,28/2/2015 18:20,28/2/2015 8:40,28/2/2015 16:30,10,0,1058.4,28/2/2015 16:30,28/2/2015 11:30,1K-5K,106,0,0
1500002239,20804,Cargo Client Code A,R2,5/5/2015 6:15,5/5/2015 8:15,5/5/2015 6:25,5/5/2015 8:05,2,0,1060,5/5/2015 7:15,5/5/2015 8:05,1K-5K,530,1,1
1500003696,81690,Cargo Client Code J,J7/8,30/3/2015 10:35,30/3/2015 23:00,30/3/2015 11:00,30/3/2015 22:30,12.42,0,1062.33,,30/3/2015 22:30,1K-5K,86,0,0
1500003071,22500,Cargo Client Code B,J1C,17/3/2015 9:15,17/3/2015 18:15,17/3/2015 9:45,17/3/2015 18:00,9,0,1062.44,17/3/2015 10:45,17/3/2015 18:00,1K-5K,118,0,0
1500004668,56188,Cargo Client Code B,J3A,23/4/2015 7:00,23/4/2015 20:00,23/4/2015 8:30,23/4/2015 19:50,13,0.9,1063,23/4/2015 11:00,23/4/2015 19:50,1K-5K,82,0,0
1500005268,39110,Cargo Client Code B,J18,12/5/2015 13:25,12/5/2015 17:10,12/5/2015 13:40,12/5/2015 16:45,3.75,0,1063,,12/5/2015 16:45,1K-5K,283,0,0
1500004471,20804,Cargo Client Code A,R1,30/6/2015 6:00,30/6/2015 9:00,30/6/2015 6:10,30/6/2015 8:50,3,0,1063,30/6/2015 7:40,30/6/2015 8:50,1K-5K,354,0,1
1500006654,9934,Cargo Client Code B,J1C,11/6/2015 8:45,11/6/2015 18:30,11/6/2015 9:00,11/6/2015 18:00,9.75,0,1064.31,11/6/2015 13:15,11/6/2015 18:00,1K-5K,109,0,0
1500001132,31155,Cargo Client Code A,R1,11/2/2015 19:30,11/2/2015 21:40,11/2/2015 19:35,11/2/2015 21:35,2.17,0,1064.52,11/2/2015 20:25,11/2/2015 21:35,1K-5K,491,1,1
1500001833,42050,Cargo Client Code B,J3A,13/2/2015 7:25,13/2/2015 11:45,13/2/2015 9:00,13/2/2015 11:40,4.33,0,1065.25,13/2/2015 9:45,13/2/2015 11:40,1K-5K,246,0,0
1500000811,20035,Cargo Client Code A,R1,15/4/2015 4:30,15/4/2015 7:45,15/4/2015 4:35,15/4/2015 7:40,3.25,0,1066,15/4/2015 6:35,15/4/2015 7:40,1K-5K,328,0,1
1500003396,22500,Cargo Client Code B,J1C,27/3/2015 8:50,27/3/2015 19:25,27/3/2015 9:30,27/3/2015 19:05,10.58,0,1066.29,27/3/2015 12:45,27/3/2015 19:05,1K-5K,101,0,0
1500006978,52455,Cargo Client Code B,J3A,17/6/2015 8:05,17/6/2015 19:45,17/6/2015 8:30,17/6/2015 19:30,11.67,0.36,1066.9,17/6/2015 13:45,17/6/2015 19:30,1K-5K,91,0,0
1400015021,20804,Cargo Client Code A,R1,17/1/2015 12:15,17/1/2015 14:15,17/1/2015 12:20,17/1/2015 14:10,2,0,1070,17/1/2015 13:10,17/1/2015 14:10,1K-5K,535,1,1
1400015135,20804,Cargo Client Code A,R2,24/2/2015 7:45,24/2/2015 10:45,24/2/2015 7:50,24/2/2015 10:40,3,0,1070,24/2/2015 9:00,24/2/2015 10:40,1K-5K,357,0,1
1500003979,108885,Cargo Client Code S,J14/15,4/6/2015 15:20,7/4/2015 6:00,4/6/2015 15:35,7/4/2015 5:30,14.67,0.02,1070,7/4/2015 5:30,7/4/2015 5:30,1K-5K,73,0,0
1500004794,59300,Cargo Client Code B,J18/19,27/4/2015 7:45,27/4/2015 15:15,27/4/2015 9:35,27/4/2015 15:00,7.5,0.88,1071,,27/4/2015 15:00,1K-5K,143,0,0
1500006833,52455,Cargo Client Code B,J3A,12/6/2015 15:40,12/6/2015 21:10,12/6/2015 15:55,12/6/2015 20:55,5.5,1.69,1072.44,12/6/2015 16:30,12/6/2015 20:55,1K-5K,195,0,0
1500004446,85646,Cargo Client Code T,J5/6,17/4/2015 11:05,18/4/2015 0:50,17/4/2015 12:30,17/4/2015 21:30,13.75,0.2,1076,17/4/2015 21:30,17/4/2015 21:30,1K-5K,78,0,0
1500003371,22500,Cargo Client Code B,J1C,23/3/2015 8:10,23/3/2015 19:00,23/3/2015 9:15,23/3/2015 18:15,10.83,0.25,1076.12,23/3/2015 13:00,23/3/2015 18:15,1K-5K,99,0,0
1500007072,54827,Cargo Client Code B,J3A,19/6/2015 12:10,19/6/2015 19:30,19/6/2015 12:30,19/6/2015 19:00,7.33,0,1077.53,,19/6/2015 19:00,1K-5K,147,0,0
1500004058,48275,Cargo Client Code B,J5/6,27/4/2015 9:15,27/4/2015 21:40,27/4/2015 10:30,27/4/2015 21:25,12.42,0.94,1078,27/4/2015 14:30,27/4/2015 21:25,1K-5K,87,0,0
1500005982,43330,Cargo Client Code H,J16,28/5/2015 7:40,28/5/2015 22:15,28/5/2015 8:00,28/5/2015 21:30,14.58,0.27,1079.66,28/5/2015 21:30,28/5/2015 21:30,1K-5K,74,0,0
1400015101,20804,Cargo Client Code A,R2,23/1/2015 0:50,23/1/2015 3:25,23/1/2015 1:00,23/1/2015 3:15,2.58,0,1082.5,23/1/2015 2:00,23/1/2015 3:15,1K-5K,420,1,1
1500004615,32478,Cargo Client Code B,J19,25/4/2015 17:45,26/4/2015 6:30,25/4/2015 18:00,25/4/2015 22:15,12.75,0.34,1085,25/4/2015 19:00,25/4/2015 22:15,1K-5K,85,0,0
1400015719,20804,Cargo Client Code A,R2,11/3/2015 6:10,11/3/2015 9:40,11/3/2015 6:20,11/3/2015 9:30,3.5,0.1,1088.45,11/3/2015 7:40,11/3/2015 9:30,1K-5K,311,0,1
1500007341,53398,Cargo Client Code B,J3A,25/6/2015 7:20,25/6/2015 20:20,25/6/2015 7:45,25/6/2015 20:00,13,0,1088.57,25/6/2015 10:00,25/6/2015 20:00,1K-5K,84,0,0
1500001173,108445,Cargo Client Code B,J2A,2/2/2015 7:45,2/2/2015 22:25,2/2/2015 10:00,2/2/2015 22:00,14.67,1.41,1089.77,,2/2/2015 22:00,1K-5K,74,0,0
1500002179,56458,Cargo Client Code B,J3,25/2/2015 10:20,25/2/2015 22:20,25/2/2015 11:00,25/2/2015 21:30,12,1.63,1090,25/2/2015 19:30,25/2/2015 21:30,1K-5K,91,0,0
1500002556,56188,Cargo Client Code B,J3A,3/3/2015 7:00,3/3/2015 20:20,3/3/2015 8:30,3/3/2015 20:10,13.33,0.59,1091.58,3/3/2015 10:00,3/3/2015 20:10,1K-5K,82,0,0
1500007220,108445,Cargo Client Code B,J2A,26/6/2015 9:10,26/6/2015 19:30,26/6/2015 9:30,26/6/2015 19:00,10.33,0,1093.18,26/6/2015 12:00,26/6/2015 19:00,1K-5K,106,0,0
1500007516,56458,Cargo Client Code B,J3,30/6/2015 9:30,30/6/2015 21:15,30/6/2015 10:10,30/6/2015 21:00,11.75,0,1095,30/6/2015 17:00,30/6/2015 21:00,1K-5K,93,0,0
1500006287,56188,Cargo Client Code B,J3A,30/5/2015 7:20,30/5/2015 15:25,30/5/2015 8:30,30/5/2015 15:15,8.08,0.02,1097.1,30/5/2015 10:00,30/5/2015 15:15,1K-5K,136,0,0
1500004375,52455,Cargo Client Code B,J3A,15/4/2015 12:05,15/4/2015 20:55,15/4/2015 13:00,15/4/2015 20:45,8.83,0,1098,15/4/2015 16:00,15/4/2015 20:45,1K-5K,124,0,0
1500003227,20035,Cargo Client Code A,R2,6/4/2015 1:50,6/4/2015 4:50,6/4/2015 2:00,6/4/2015 4:40,3,0,1099.05,6/4/2015 3:00,6/4/2015 4:40,1K-5K,366,0,1
1500002698,37217,Cargo Client Code B,J2/3,3/6/2015 8:50,3/6/2015 21:45,3/6/2015 11:00,3/6/2015 21:30,12.92,0,1100.67,3/6/2015 12:50,3/6/2015 21:30,1K-5K,85,0,0
1500003594,26520,Cargo Client Code B,J2,27/3/2015 9:25,27/3/2015 17:55,27/3/2015 9:45,27/3/2015 17:00,8.5,0,1101.59,27/3/2015 10:30,27/3/2015 17:00,1K-5K,130,0,0
1500001918,108475,Cargo Client Code B,J6,14/2/2015 10:05,14/2/2015 18:00,14/2/2015 11:00,14/2/2015 17:30,7.92,0,1103.34,,14/2/2015 17:30,1K-5K,139,0,0
1500006076,31155,Cargo Client Code A,R1,25/6/2015 20:50,26/6/2015 0:30,25/6/2015 21:00,26/6/2015 0:20,3.67,0,1105,25/6/2015 22:00,26/6/2015 0:20,1K-5K,301,0,1
1500006817,58513,Cargo Client Code F,J16/17,12/6/2015 7:10,12/6/2015 22:40,12/6/2015 9:00,12/6/2015 19:10,15.5,4.01,1108.78,12/6/2015 19:10,12/6/2015 16:30,1K-5K,72,0,0
1500000786,56188,Cargo Client Code B,J3A,24/1/2015 7:00,24/1/2015 13:55,24/1/2015 8:30,24/1/2015 13:45,6.92,0,1110.55,24/1/2015 10:10,24/1/2015 13:45,1K-5K,160,0,0
1500001530,53595,Cargo Client Code B,J2A,9/2/2015 8:50,9/2/2015 20:45,9/2/2015 10:00,9/2/2015 20:30,11.92,0,1111.58,,9/2/2015 20:30,1K-5K,93,0,0
1500003595,48788,Cargo Client Code D,J6,9/4/2015 22:15,10/4/2015 19:30,9/4/2015 22:15,10/4/2015 16:30,21.25,0.08,1113,10/4/2015 16:30,10/4/2015 16:30,1K-5K,52,0,0
1500005423,56188,Cargo Client Code B,J3A,13/5/2015 7:00,13/5/2015 18:20,13/5/2015 9:00,13/5/2015 18:05,11.33,0,1118.27,13/5/2015 11:00,13/5/2015 18:05,1K-5K,99,0,0
1500006193,48275,Cargo Client Code B,J2A,26/6/2015 9:05,26/6/2015 20:05,26/6/2015 10:00,26/6/2015 19:45,11,0,1118.47,26/6/2015 13:00,26/6/2015 19:45,1K-5K,102,0,0
1500004682,108445,Cargo Client Code B,J2A,30/4/2015 9:10,30/4/2015 14:20,30/4/2015 9:50,30/4/2015 14:00,5.17,0,1125,30/4/2015 14:00,,1K-5K,218,0,1
1500003524,52455,Cargo Client Code B,J3A,25/3/2015 7:05,25/3/2015 19:50,25/3/2015 8:15,25/3/2015 19:30,12.75,0,1125.41,25/3/2015 10:00,25/3/2015 19:30,1K-5K,88,0,0
1500006813,108445,Cargo Client Code B,J2A,12/6/2015 8:55,12/6/2015 21:00,12/6/2015 9:15,12/6/2015 20:50,12.08,3.69,1125.58,12/6/2015 11:15,12/6/2015 20:50,1K-5K,93,0,0
1500004331,97923,Cargo Client Code S,J7,13/4/2015 12:30,14/4/2015 2:10,13/4/2015 15:15,14/4/2015 1:30,13.67,0.21,1129,13/4/2015 22:15,14/4/2015 1:30,1K-5K,83,0,0
1500006196,48274,Cargo Client Code B,J4,30/6/2015 8:55,30/6/2015 19:10,30/6/2015 9:45,30/6/2015 19:00,10.25,0,1130.16,30/6/2015 11:45,30/6/2015 19:00,1K-5K,110,0,0
1500004101,93637,Cargo Client Code B,J7,17/5/2015 8:20,17/5/2015 17:00,17/5/2015 10:00,17/5/2015 14:30,8.67,0,1130.23,17/5/2015 14:30,17/5/2015 14:30,1K-5K,130,0,0
1500007069,42050,Cargo Client Code B,J3A,18/6/2015 7:25,18/6/2015 20:30,18/6/2015 8:30,18/6/2015 20:00,13.08,0,1132.21,18/6/2015 11:30,18/6/2015 20:00,1K-5K,87,0,0
1500005652,48275,Cargo Client Code B,J5,27/5/2015 8:45,27/5/2015 20:30,27/5/2015 10:00,27/5/2015 20:20,11.75,0,1133.51,27/5/2015 11:30,27/5/2015 20:20,1K-5K,96,0,0
1500001417,26520,Cargo Client Code B,J2,2/4/2015 8:30,2/4/2015 18:05,2/4/2015 9:05,2/4/2015 17:30,9.58,0.23,1133.92,2/4/2015 14:30,2/4/2015 17:30,1K-5K,118,0,0
1500000224,53398,Cargo Client Code B,J3A,12/1/2015 8:05,12/1/2015 20:00,12/1/2015 9:00,12/1/2015 19:35,11.92,0,1136.2,12/1/2015 11:30,12/1/2015 19:35,1K-5K,95,0,0
1500007034,81500,Cargo Client Code I,J5,26/6/2015 7:10,26/6/2015 17:30,26/6/2015 8:00,26/6/2015 17:00,10.33,0,1137.39,26/6/2015 14:00,26/6/2015 17:00,1K-5K,110,0,0
